argument_id,proposal_id,aspect_name,aspect_description,argument_type,argument
530,1266,Accesibilidad y movilidad,Cuestiones de accesibilidad y movilidad en relación con la peatonalización,support,Es imprescindible para la ciudad recuperar la vida ciudadana dando mayor espacio al ciudadano y menor al coche.
531,1266,Accesibilidad y movilidad,Cuestiones de accesibilidad y movilidad en relación con la peatonalización,support,"Me parece más inteligente implantar la APR en todo el centro, permite a los residentes y repartidores el acceso y descongestiona el centro para mayor disfrute del peatón."
532,1266,Accesibilidad y movilidad,Cuestiones de accesibilidad y movilidad en relación con la peatonalización,attack,"A mí no me parece mal, pero veo un problema: ¿No tenéis problemas para recibir paquetes, trasladar muebles a tu domicilio, etc.?"
533,1266,Accesibilidad y movilidad,Cuestiones de accesibilidad y movilidad en relación con la peatonalización,attack,De peatonalizar nada Que eso luego lo aprovechan los jetas de los dueños de bares para hacerse los dueños de la calle.
534,1266,Impacto en la vida residencial,Efectos de la peatonalización en la vida de los residentes del centro,support,Soy vecina de la latina y estoy hasta las verdaderas narices de no poder aparcar y tener que soportar un tráfico infernal en la zona. Por eso apoyo esta moción incluyendo todos los barrios del Madrid histórico.
535,1266,Impacto en la vida residencial,Efectos de la peatonalización en la vida de los residentes del centro,support,Cualquier ciudad europea que se precie tienen regulado el tráfico en la zona central histórica de manera mucho más eficiente y eficaz que aquí.
536,1266,Impacto en la vida residencial,Efectos de la peatonalización en la vida de los residentes del centro,attack,Una cosa es restringir el tráfico en el centro mediante la creación áreas de prioridad residencial y otra muy diferente es peatonalizarlo. La peatonalización en Madrid ha tenido hasta la fecha efectos perversos para los residentes.
537,1266,Impacto en la vida residencial,Efectos de la peatonalización en la vida de los residentes del centro,attack,"Los coches que circulan por ellas, que no son pocos, van a toda velocidad, pitándote todo el día y dándote unos sustos de muerte."
538,1266,Regulación y normativa,Consideraciones sobre la regulación y normativa en torno a la peatonalización,support,"Los taxis no deberían acceder a no ser que sean eléctricos, actualmente esta regulación ya existe, pero son los taxis y los distribuidores los que no cumplen las reglas."
539,1266,Regulación y normativa,Consideraciones sobre la regulación y normativa en torno a la peatonalización,attack,"La normativa sobre zonas peatonales, zonas APR zonas semipeatonales, no está clara."
540,1266,Regulación y normativa,Consideraciones sobre la regulación y normativa en torno a la peatonalización,attack,Estas zonas no están nada claras sobre quién tiene prioridad en la calzada.
541,1266,Opiniones personales y emocionales,Perspectivas personales y emocionales sobre la peatonalización,support,"Me parece genial, pero yo puntualizaría el hecho del tiempo de las furgonetas de mercancías."
542,1266,Opiniones personales y emocionales,Perspectivas personales y emocionales sobre la peatonalización,attack,"Yo no apoyo tu propuesta, yo seguiré yendo al centro en coche."
543,1266,Opiniones personales y emocionales,Perspectivas personales y emocionales sobre la peatonalización,attack,"Demuestras intolerancia y mala educación así que no voy a seguir dialogando contigo. A ti te molesta el tabaco y a mí tu coche, que le vamos a hacer."
544,1284,Neutralidad de los poderes públicos,La necesidad de que los poderes públicos mantengan una postura neutral respecto a las manifestaciones religiosas.,support,Los poderes públicos deben permanecer neutrales ante cualquier manifestación religiosa y ellos mismos no deben asociarse con ninguna.
545,1284,Neutralidad de los poderes públicos,La necesidad de que los poderes públicos mantengan una postura neutral respecto a las manifestaciones religiosas.,support,"Un cargo público no debe estar en un acto religioso como tal cargo público, sino exclusivamente a título personal."
546,1284,Neutralidad de los poderes públicos,La necesidad de que los poderes públicos mantengan una postura neutral respecto a las manifestaciones religiosas.,attack,Muchas fiestas populares tienen un componente religioso que ya es más simbólico que otra cosa pero pienso que si el político quiere estar cerca del pueblo le viene bien asistir.
547,1284,Libertad religiosa y educación,La influencia de los símbolos religiosos en la educación y la libertad religiosa de los individuos.,support,"No es odio o represión, es simplemente que la religión de cada uno pertenece al ámbito privado."
548,1284,Libertad religiosa y educación,La influencia de los símbolos religiosos en la educación y la libertad religiosa de los individuos.,support,Un crucifijo en un colegio público o en un nombramiento ofende a quien no es participe de esa religión.
549,1284,Libertad religiosa y educación,La influencia de los símbolos religiosos en la educación y la libertad religiosa de los individuos.,attack,Este país ha sido toda la vida un país católico y me parece lógico que haya iconos religiosos en colegios públicos y demás.
550,1284,Libertad religiosa y educación,La influencia de los símbolos religiosos en la educación y la libertad religiosa de los individuos.,attack,"Habría que preocuparse más, de que nuestros hijos aprendan a ayudar a los demás, deberíamos y a dejar que cada uno enseñe como crea que es mejor."
551,1284,Patrimonio histórico y cultural,La relación entre los símbolos religiosos y el patrimonio histórico y cultural de una sociedad.,support,"La mayor parte de nuestro patrimonio histórico es de carácter religioso, manifestaciones tan importantes como las procesiones de Semana Santa también lo son."
552,1284,Patrimonio histórico y cultural,La relación entre los símbolos religiosos y el patrimonio histórico y cultural de una sociedad.,attack,"Eliminemos La Giralda, la Catedral de Santiago y la Mezquita de Córdoba."
553,1284,Patrimonio histórico y cultural,La relación entre los símbolos religiosos y el patrimonio histórico y cultural de una sociedad.,attack,"Deberíamos estar más orgullosos de nuestras tradiciones, cultura, valores e historia."
554,1284,Impacto social y económico,El impacto social y económico de los símbolos religiosos en la sociedad.,support,En un estado aconfesional la religión no es más que un movimiento social y por tanto no debería tener más privilegios que cualquier otro movimiento.
555,1284,Impacto social y económico,El impacto social y económico de los símbolos religiosos en la sociedad.,attack,Todo dependiendo del número de seguidores que tenga ese movimiento social y del impacto económico que genere en la ciudad.
556,1284,Libertad de expresión y creencias,El derecho a la libertad de expresión y creencias en relación con los símbolos religiosos en el ámbito público.,support,"La Justicia es que te dejen libertad de culto a ti y a quien sea, pero que nadie que no quiera tenga que aguantarla."
557,1284,Libertad de expresión y creencias,El derecho a la libertad de expresión y creencias en relación con los símbolos religiosos en el ámbito público.,attack,La gente que tiene cualquier creencia religiosa también pertenecen al ámbito público.
558,1284,Libertad de expresión y creencias,El derecho a la libertad de expresión y creencias en relación con los símbolos religiosos en el ámbito público.,attack,Mientras sigamos con estas tonterías no llegáremos a ningún lado y alimentáremos más y más el odio por parte de todos.
559,1284,Respeto a la historia y tradiciones,La importancia de respetar la historia y las tradiciones asociadas a los símbolos religiosos.,support,"La historia humana en todos los países, regiones y pueblos del planeta está llena de luces y sombras, lo positivo es que nos ha permitido crecer y aprender a ser mejores como sociedad."
560,1284,Respeto a la historia y tradiciones,La importancia de respetar la historia y las tradiciones asociadas a los símbolos religiosos.,support,Renegar de tu historia no trae nada positivo.
561,1284,Adoctrinamiento religioso,"La cuestión del adoctrinamiento religioso, especialmente en la infancia.",support,Me parece un atentado contra la libertad individual y de elección que se convenza a los niños de algo que no son capaces de entender.
562,1284,Adoctrinamiento religioso,"La cuestión del adoctrinamiento religioso, especialmente en la infancia.",support,"Supuestamente vivimos en un país laico y de libre elección de creencias, reflexionemos."
563,1284,Diversidad religiosa y coexistencia,La coexistencia de diversas religiones y sus expresiones en el ámbito público.,support,Cada vez vemos en nuestras calles más mujeres musulmanas con vestimenta islámica muy evidente. Todo ello son símbolos en el ámbito público.
564,1284,Separación Iglesia-Estado,La necesidad de una clara separación entre la Iglesia y el Estado en un país aconfesional.,support,"El siguiente paso, a mi entender, es dejar de ser aconfesional para ser un auténtico estado laico."
565,1284,Impacto de la religión en la vida pública,El efecto de la religión y sus símbolos en la vida pública y cómo esto afecta a la sociedad en general.,attack,La propuesta ya lo dice todo. No pretende nada en concreto sino eliminar todo del ámbito público.
566,1419,Seguridad,La seguridad de los carriles para bicicletas y su impacto en ciclistas y otros usuarios de la vía.,support,"Cualquiera que visite ciudades como Amsterdam o Copenhague, sabe lo que es una red segura de carriles bicicleta."
567,1419,Seguridad,La seguridad de los carriles para bicicletas y su impacto en ciclistas y otros usuarios de la vía.,support,"Las bicicletas necesitan un carril propio o casi propio por ejemplo, carril autobús."
568,1419,Seguridad,La seguridad de los carriles para bicicletas y su impacto en ciclistas y otros usuarios de la vía.,support,Realmente eso sería lo ideal. Una red carril-bici segura. Así habría mucha más gente que utilizaría la bicicleta como medio de trasporte sin temer por su integridad.
569,1419,Seguridad,La seguridad de los carriles para bicicletas y su impacto en ciclistas y otros usuarios de la vía.,attack,Los carriles bicicleta son inseguros por definición. Su mera existencia crea conflictos en giros a la derecha e intersecciones.
570,1419,Seguridad,La seguridad de los carriles para bicicletas y su impacto en ciclistas y otros usuarios de la vía.,attack,Los carriles bicicleta fomentan la idea de que la calzada no es el lugar de la bicicleta.
571,1419,Seguridad,La seguridad de los carriles para bicicletas y su impacto en ciclistas y otros usuarios de la vía.,attack,Los carriles bicicleta son una forma más de asentar el status-quo de los coches en la ciudad.
572,1419,Seguridad,La seguridad de los carriles para bicicletas y su impacto en ciclistas y otros usuarios de la vía.,attack,Los carriles bicicleta limitan los trayectos que un ciclista podrá realizar.
573,1419,Integración Urbana,La integración de carriles para bicicletas en el tejido urbano y su efecto en la movilidad y el espacio urbano.,support,Una media de 70 ciclistas muertos al año en toda España no parece suficiente para que el gobierno central tome medidas para atajar el problema de raiz.
574,1419,Integración Urbana,La integración de carriles para bicicletas en el tejido urbano y su efecto en la movilidad y el espacio urbano.,support,"Gran idea, es necesario, mejoraría la calidad de vida, la salud de los madrileños, atraería turismo la bicicleta es la solución!"
575,1419,Coste y Financiación,El coste y la financiación de la creación de carriles para bicicletas y quién debería asumir estos costes.,support,Ya se ha aprobado un presupuesto de 45 millones para hacer una verdadera Red ciclista. Se harán 35 nuevos carriles bicicleta.
576,1419,Coste y Financiación,El coste y la financiación de la creación de carriles para bicicletas y quién debería asumir estos costes.,support,"Cada día veo más gente con bicicletas por la calle, pese a los muchos hándicap que dicen algunos que tiene Madrid para las bicicletas."
577,1419,Coste y Financiación,El coste y la financiación de la creación de carriles para bicicletas y quién debería asumir estos costes.,support,Apoyo tu propuesta y pido el apoyo a todos para propuesta de bicimad en M-40 para conexión de barrios y transportes públicos en.
578,1419,Coste y Financiación,El coste y la financiación de la creación de carriles para bicicletas y quién debería asumir estos costes.,attack,"Si bien apoyo esta idea, cuanto estaríamos dispuestos a pagar por las mejoras y la creación de los carriles bicicleta? Los vehículos a motor pagan un impuesto por poder circular."
579,1419,Coste y Financiación,El coste y la financiación de la creación de carriles para bicicletas y quién debería asumir estos costes.,attack,"Por favor, el autor o alguien que entienda bien de qué va esto, que relance esta propuesta animando a que los fuera de Madrid con posibilidad de dejar la bicicleta protegida en los mismos."
580,1419,Impacto Ambiental,El impacto de los carriles para bicicletas en el medio ambiente y la sostenibilidad urbana.,support,Optemos por una ciudad más sana o por lo menos apoyemos a quienes queramos trasladarnos en bicicleta. Es en beneficio de todos.
581,1419,Impacto Ambiental,El impacto de los carriles para bicicletas en el medio ambiente y la sostenibilidad urbana.,support,Cuesta imaginarse un Madrid hermoso con montones de bicicletas circulando pero este portal ya nos permite soñar. Y participar. ¡Apoyo la propuesta!
582,1419,Convivencia Vial,"La convivencia entre ciclistas, peatones y vehículos motorizados en el uso de carriles para bicicletas.",support,Precisamente los que indebidamente circulan con la bicicleta por la acera lo hacen por miedo a circular entre los coches. La red de carril bicicleta subsanaría este problema.
583,1419,Convivencia Vial,"La convivencia entre ciclistas, peatones y vehículos motorizados en el uso de carriles para bicicletas.",attack,Nos ponemos en peligro gratuitamente y ponemos en peligro a los demás.
584,1419,Accesibilidad y Conectividad,La accesibilidad y conectividad de la red de carriles para bicicletas en la ciudad.,support,Durante un año estuve viviendo en San Sebastián e iba a todos lados en bicicleta. Las calles más importantes tenían un carril bicicleta separados de coches y de peatones.
585,1419,Accesibilidad y Conectividad,La accesibilidad y conectividad de la red de carriles para bicicletas en la ciudad.,support,"He vivido durante años en Sevilla y allí lograron crear una verdadera red de carriles bicicleta, no unos inconexos pasillos verdes como en Madrid."
586,1824,Limpieza Urbana,La mejora de la limpieza en las calles,support,Prefiero pagar un poco más y ver las calles limpias y concienciar a los ciudadanos que estar como estamos ahora.
587,1824,Limpieza Urbana,La mejora de la limpieza en las calles,support,"Completamente de acuerdo, votado. Incluiría las botellas de cristal, casi en primer lugar ya que es habitual ver botellas rotas rotas con el consecuente peligro de cortes."
588,1824,Limpieza Urbana,La mejora de la limpieza en las calles,support,"Prefiero pagar un poco más y ver las calles limpias que seguir usando el sistema que tenemos ahora de contenedores amarillos, verdes, rojos y de mil colores es muy complicado reciclar ahora y mucha gente por pereza no lo hace, si facilitaran las cosas todo sería diferente."
589,1824,Limpieza Urbana,La mejora de la limpieza en las calles,attack,Eso es un disparate. Pagar más para que las ciudades estén más limpias? El sistema actual funciona y muy bien. Y para que funcione mejor aún quizá deberíamos ser los ciudadanos los que debemos tener más cuidado.
590,1824,Limpieza Urbana,La mejora de la limpieza en las calles,attack,Nunca fui partidario del castigo para que seamos responsables. No apoyo una iniciativa que lo hace.
591,1824,Educación y Concienciación,La importancia de la educación y concienciación en el reciclaje,support,"Más que del sistema, veo un problema de educación y el castigo económico no creo que sea la solución. Seguramente que en pocos años la tasa de reciclaje rondará el 100 con el sistema español, con el alemán o con cualquier otro. Por tanto, veo mejor invertir el dinero en educar y concienciar y no en cambiar el sistema."
592,1824,Coste Económico,El impacto económico del sistema de reciclaje,support,"Yo rechazo los envases de plástico blanco, que se deshacen en bolitas. Queda muy bonito para colocar los pescados ó la carne. Pido siempre que me lo pongan en papel. Daño al sistema ecológico, y gasto para el bolsillo."
593,1824,Coste Económico,El impacto económico del sistema de reciclaje,attack,"Y quién paga todas las máquinas que hay que instalar en comercios? Además es que no valen todos los residuos ni envases en el sistema, puede llegar a ser una medida cara para un diferencial de mejora en el reciclaje no muy alto."
594,1824,Coste Económico,El impacto económico del sistema de reciclaje,attack,Diferencial de mejora no muy alto? no consideras algo un 985 de los envases? Tu has visto como están las calles en los países que tienen esta medida?
595,1824,Efectividad del Sistema,La efectividad del sistema de reciclaje propuesto,support,Tu has visto cómo está España? Que ves tiradas botellas y latas por cualquier parte. Con este sistema eso se acabaría. Y sólo pagarían las personas irresponsables que hasta hoy siguen tirando todo al suelo.
596,1824,Efectividad del Sistema,La efectividad del sistema de reciclaje propuesto,attack,"Pero cuántas bolsas crees que tendrías si se pone el sistema qué dices? Los contenedores no desaparecerían. Por lo tanto: 1 de restos/orgánico 1 de vidrio 1 de envases que no entran en SDDR que los hay e irían al amarillo, 1 de papel/cartón 1 para los envases que aceptan las máquinas. ¿Total? 5 1 más que antes. No se, yo es que no lo veo."
597,1824,Impacto Social,Las consecuencias sociales del sistema de reciclaje,support,"En Alemania funciona muy bien, de hecho allí los sin techo recogen envases en vez de chatarra."
598,1824,Impacto Social,Las consecuencias sociales del sistema de reciclaje,support,"Una idea maravillosa que ya la he visto en ee. Uu y la verdad que mucha gente lo hace aunque sea poco dinero lo que te dan, pero oye ellos se van contentos con un descuento luego en su compra."
599,1824,Impacto Social,Las consecuencias sociales del sistema de reciclaje,attack,"Esto esta muy bien, pero quien hace la ley hace la trampa, y yo que lo he visto en Alemania, te cobran 25 céntimos más por la botella y si la devuelves en supermercados generalmente te devuelven los 25 centimos. Las personas que no tienen dinero personas sin papeles, toxicómanos etc. Recogen todo de forma abusiva, y en muchos supermercados les vetan la entrada puesto que lo conocen aunque es una buena idea, pero sería un problema ya que acercamos a ciertas personas a un dinero fácil para vicios etc."
600,1824,Comparación Internacional,La comparación con otros sistemas de reciclaje en el mundo,support,En USA ya lo hacían en 1986 En Países Bajos Holanda en 1988 Antes de entrar al super hay unas máquinas donde depositas tus botellas y te dan ticket para canjear por dinero.
601,1824,Comparación Internacional,La comparación con otros sistemas de reciclaje en el mundo,support,"Como en la mayoría de las iniciativas ecológicas los países escandinavos o del norte de Europa nos sacan un buen trecho. Este sistema lo he usado en Dinamarca y Alemania y en mi opinión favorece a todas las partes, consumidor, supermercado, ayuntamiento/gobierno."
602,1824,Comparación Internacional,La comparación con otros sistemas de reciclaje en el mundo,attack,"Este sistema tienes dos enfoques desde el punto de vista medioambiental. El primero, su viabilidad para aumentar la tasa de reciclaje. Está contrastado su fracaso. En Alemania, desde 2003 que se aplica, la tasa de reciclaje prácticamente no crece, y el porcentaje de envases domésticos que se ha conseguido reciclar con este sistema es solo el 27 el resto es reciclado con un modelo como el español."
603,1824,Innovación Tecnológica,La implementación de tecnología en el reciclaje,support,"De hecho deberían incorporar en el recientemente inaugurado mobiliario urbano un sistema de retribución en dinero electrónico, que pueda ser empleado para pagar tasas, transporte público, otros servicios."
604,1824,Innovación Tecnológica,La implementación de tecnología en el reciclaje,attack,"Esto ya existió, recuerdo cuando era pequeño años 80 de depositar botellas de plástico en una maquina en el Alcampo de La Vaguada, y de repente desapareció."
605,1824,Impacto Ambiental,Las consecuencias ambientales del sistema de reciclaje,attack,"El segundo tema que se comenta es el de la basura en las calles, el littering. Sobre este tema no existen datos por el momento, pero si se pueden hacer varias aclaraciones. En Alemania hay menos basura por la calle que en España, cierto. Antes de que implantaran el SDDR en 2003 también, tampoco tiraban residuos al suelo. Ya antes del SDDR alemán, los alemanes estaban mucho más comprometidos con este tema que en España."
606,1824,Sostenibilidad Económica,La viabilidad económica del sistema de reciclaje,attack,Y quién paga los 025 euros? a cargo de quien va?
607,1824,Sostenibilidad Económica,La viabilidad económica del sistema de reciclaje,attack,"Politécnica de Madrid se va a hacer público en las siguientes semanas Para ello, han tenido que aumentar en un 87 los costes de gestión de envases domésticos en este país. ¿Estamos dispuesto a gastarnos un 177 más en España para aumentar un 24 nuestra tasa de reciclaje? datos del mismo estudio Entre tanto y mientras se pública, adjunto un documento de interés."
608,1863,Libertad de expresión y reunión,La necesidad de equilibrar la libertad de expresión y reunión con el uso regulado del espacio público.,support,Todo está mediado por algún tipo de transación comercial o por el requerimiento de alguna autorización administrativa.
609,1863,Libertad de expresión y reunión,La necesidad de equilibrar la libertad de expresión y reunión con el uso regulado del espacio público.,support,Este espontáneo encuentro de ciudadan@s no solo era disfrutado por quienes tocaban el tambor.
610,1863,Libertad de expresión y reunión,La necesidad de equilibrar la libertad de expresión y reunión con el uso regulado del espacio público.,attack,"La música para bien o para mal, es psicoactiva. Y no debe resultar una imposición."
611,1863,Libertad de expresión y reunión,La necesidad de equilibrar la libertad de expresión y reunión con el uso regulado del espacio público.,attack,Por favor hago un llamamiento a la moderación.
612,1863,Convivencia y uso del espacio público,Cómo la práctica de actividades en espacios públicos afecta a la convivencia y al disfrute del entorno.,support,El parque es muy grande y nos puede acoger a tod@s en armonía.
613,1863,Convivencia y uso del espacio público,Cómo la práctica de actividades en espacios públicos afecta a la convivencia y al disfrute del entorno.,support,Un conflicto inventado para justificar una prohibición arbitraria.
614,1863,Convivencia y uso del espacio público,Cómo la práctica de actividades en espacios públicos afecta a la convivencia y al disfrute del entorno.,attack,Para el que toca el tambor puede ser divertidísimo pero es un tormento para los que nos gusta el silencio y la naturaleza.
615,1863,Convivencia y uso del espacio público,Cómo la práctica de actividades en espacios públicos afecta a la convivencia y al disfrute del entorno.,attack,El Parque del Retiro no parece el lugar más indicado para ponerse a tocar unos tambores.
616,1863,Impacto en los vecinos y medio ambiente,La influencia de las actividades en el parque en los vecinos cercanos y el ambiente natural del lugar.,attack,"Fuera tambores del Retiro, ruido molesto, y egoísta. Maltrata a los vecinos, perjudica a la fauna del parque y estropea el silencio del parque."
617,1863,Impacto en los vecinos y medio ambiente,La influencia de las actividades en el parque en los vecinos cercanos y el ambiente natural del lugar.,attack,"A mí no me gustan los tambores, ¿Por qué los tengo que escuchar si quiero pasear por el retiro?"
618,1863,Impacto en los vecinos y medio ambiente,La influencia de las actividades en el parque en los vecinos cercanos y el ambiente natural del lugar.,attack,Los tambores molestaban mucho a los vecinos.
619,1863,Impacto en los vecinos y medio ambiente,La influencia de las actividades en el parque en los vecinos cercanos y el ambiente natural del lugar.,attack,"Tampoco es molesto el ritmo de los yembés, me encantan los ritmos, a no ser que estén horas y horas."
620,1918,Carga económica,La carga económica que representa el impuesto sobre la plusvalía en las herencias.,attack,"Mis hermanos y yo, hemos tenido que pagar nada menos que 8000 euros que no teníamos por la mitad de la herencia del piso de mi madre fallecida. Ocho mil euros Por un piso que debe estar tasado en unos 200000 euros."
621,1918,Impacto social,"El impacto social del impuesto, especialmente en personas con menos recursos.",attack,"En mi caso aunque se trataba de otra comunidad tras fallecer mi padre y para poder heredar las dos propiedades de escaso valor que con tanto esfuerzo me dejó, me vi obligado con 18 años a aparcar los estudios y ponerme a trabajar para pagar la burrada de dinero que me exigía la comunidad."
622,1918,Legalidad y regulación,"La legalidad y regulación del impuesto, incluyendo aspectos de justicia y aplicación legal.",support,No es un impuesto de derechas. Lo formulo el gobierno socialista en el año 1988 Lo formuló de forma que después de 20 años de tener la posesión no se produce el hecho imponible.
623,1918,Legalidad y regulación,"La legalidad y regulación del impuesto, incluyendo aspectos de justicia y aplicación legal.",attack,"La subida de este impuesto es abusiva tantos en transmisiones intervivos como mortis causa. Los propios funcionarios del ayuntamiento te preguntan si conoces más o menos la cantidad que tienes que pagar, para que te sientes si no lo sabes, no sea que te vaya a dar un infarto."
624,1918,Legalidad y regulación,"La legalidad y regulación del impuesto, incluyendo aspectos de justicia y aplicación legal.",attack,El hecho imponible del IIVTNU es de naturaleza instantánea y para el caso de herencias no se manifiesta el incremento después de 20 años. Lo dice a ordenanza del Ayuntamiento de Madrid.
625,1918,Equidad fiscal,"La equidad fiscal del impuesto, considerando su impacto en diferentes grupos socioeconómicos.",support,Creo que esto aclara todas las dudas. Propongo crear una plataforma entre todas las personas que están de acuerdo con eliminar estos impuestos abusivos y conseguir firmas y apoyos para que finalmente se apliquen términos impositivos más justos a la realidad.
626,1918,Equidad fiscal,"La equidad fiscal del impuesto, considerando su impacto en diferentes grupos socioeconómicos.",attack,"¡Pero Ramón Maynou Ferreres qué dices! Se nota que no tienes problemas, dificultades para pagar impuestos que por si ya son algunos abusivos por lo que recibimos después en servicios. ¿No es suficiente que el que recibe por herencia y demás un inmueble para su uso como la vivienda pagar el IBI Yo creo que si."
627,1918,Equidad fiscal,"La equidad fiscal del impuesto, considerando su impacto en diferentes grupos socioeconómicos.",attack,"Entiendo que debe ser proporcional al valor de la herencia recibida relicto hereditario, no solo hay que tener en cuenta los inmuebles sino el total recibido. Se debería establecer una tabla de la suma de los valores, en el que superando una cantidad ejemplo 1 millón Si se debe abonar impuesto de plus valía."
628,1918,Impacto económico,El impacto económico del impuesto en la capacidad de los herederos para mantener o adquirir propiedades.,support,¡No a tener que pagar impuestos al recibir un inmueble a 0 € por herencia o donación! ¡Si a pagar el impuesto del IBI cuando ya esta realizada la transmisión a nombre del heredero del fallecido!
629,1918,Justicia social,"La justicia social del impuesto, considerando su impacto en la distribución de la riqueza y el acceso a la vivienda.",support,"¡Pero Victor m t qué dices! Ni proporcinal ni leches: Estamos hablando de algo que es de alguien y deja a sus hijos o familiar un inmueble vivienda, etc. Para que disfrute de él no para ganar dinero por él por 0 € al fallecer y que en su momento compró para que vivieran en el piso o vivienda toda la familia hijos, matrimonio, e incluso en muchos casos abuelos, tios."
630,1918,Justicia social,"La justicia social del impuesto, considerando su impacto en la distribución de la riqueza y el acceso a la vivienda.",attack,Yo quitaría los impuestos de: 1- Plusvalía por injusto por no contemplar las minusválidas 2- Donación 3- Transmisión y para compensar subiría el Impuesto IBI para compensar la bajada en recaudación.
631,1918,Justicia social,"La justicia social del impuesto, considerando su impacto en la distribución de la riqueza y el acceso a la vivienda.",attack,"Que pague el IBI la Iglesia y todo el mundo, incluidos organismos públicos. Quizás habría que explicar esto con más detalle para las personas que todavía no han pasado por esta situación pero pasarán Cuando alguien fallece, los herederos tienen que pagar dos veces: 1 Por un lado el impuesto de sucesiones Comunidad de Madrid 2 por otro lado la plusvalía municipal ayuntamiento."
632,1937,Ordenanzas existentes,La existencia y cumplimiento de ordenanzas municipales sobre perros sueltos y con bozal,support,La ordenanza ya existe y establece los límites.
633,1937,Ordenanzas existentes,La existencia y cumplimiento de ordenanzas municipales sobre perros sueltos y con bozal,support,"Los perros de raza peligrosa han de llevar bozal, las ordenanzas municipales han de ser observadas."
634,1937,Ordenanzas existentes,La existencia y cumplimiento de ordenanzas municipales sobre perros sueltos y con bozal,attack,No existe ninguna obligación de que los perros lleven bozal. ¿Por qué hay que ponérselo entonces?
635,1937,Ordenanzas existentes,La existencia y cumplimiento de ordenanzas municipales sobre perros sueltos y con bozal,attack,"Ya hay ordenanza de horarios de estar sueltos y cuales deben llevar bozal siempre, lo que pasa es que se incumple en el 92% de los casos."
636,1937,Responsabilidad del dueño,La responsabilidad del dueño en el manejo de perros potencialmente peligrosos,support,"El perro no es peligroso, lo es el dueño, No existen razas potencialmente peligrosas."
637,1937,Responsabilidad del dueño,La responsabilidad del dueño en el manejo de perros potencialmente peligrosos,support,"Hombre, Martín, en el caso de los perros peligrosos si me parece bien que lleven bozal. No hay que esperar que muerdan a un niño para tomar medidas."
638,1937,Responsabilidad del dueño,La responsabilidad del dueño en el manejo de perros potencialmente peligrosos,attack,Falso. Las hay [razas potencialmente peligrosas].
639,1937,Responsabilidad del dueño,La responsabilidad del dueño en el manejo de perros potencialmente peligrosos,attack,"De todas maneras deberían hacer algo con los perros grandes grandes y que los saca a pasear una persona pequeña pequeña, no se hacen con el, hoy casi se me tira uno encima."
640,1937,Espacios para perros,Creación de espacios específicos para perros,support,"La opción de crear espacios acotados para que los perros jueguen, que hay varias propuestas, es una buena opción para reducir estos problemas."
641,1937,Espacios para perros,Creación de espacios específicos para perros,support,"Votado. Propongo Zonas para que los perros puedan estar libres y pipi-can, votad."
642,1937,Educación canina,La importancia de la educación y entrenamiento canino,support,"Saludos, contribuiría a la solución de algunos problemas el pasar por la escuela canina, por favor apoya esta propuesta, gracias."
643,1937,Educación canina,La importancia de la educación y entrenamiento canino,support,"He creado una propuesta para que todos los dueños de perros y mascotas en general estén informados desde el principio de las normas que regulan la tenencia de animales de compañía, lo que evitaría muchas confrontaciones."
644,1937,Percepción de peligro,La percepción de los perros como peligrosos,support,"¿Los perros son peligrosos porque lo dices tú? ¿y son peligrosos todos Siguiendo tu razonamiento como hay algún humano peligroso, somos peligrosos todos y deberíamos ir por la calle con camisa de fuerza, para prevenir."
645,1937,Percepción de peligro,La percepción de los perros como peligrosos,attack,Aparte de que hay personas y niños que tienen miedo de los perros grandes cuando son muy activos y ladradores. Que a lo mejor es un miedo injustificado pero es real.
646,1937,Sanciones y medidas preventivas,La aplicación de sanciones y medidas preventivas para dueños y perros,support,"Si un perro muerde o un dueño no recoge la caca, que sea sancionado, pero no adelantemos acontecimientos o prohibamos de manera preventiva."
647,1937,Sanciones y medidas preventivas,La aplicación de sanciones y medidas preventivas para dueños y perros,support,Me ha encantado lo de castigo duro.
648,2121,Costo de los servicios veterinarios,La preocupación sobre el alto costo de los servicios veterinarios y su impacto en los dueños de mascotas.,support,"Necesitamos hospitales públicos de mascotas, muchos dueños no pueden hacer frente a las abultadas facturas de los veterinarios, que en muchos casos son abusivas."
649,2121,Costo de los servicios veterinarios,La preocupación sobre el alto costo de los servicios veterinarios y su impacto en los dueños de mascotas.,attack,"Yo adopte un perro, y lo primero que hice fue echar cuentas si me lo podía permitir o no. Lo siento pero una mascota es un lujo y con el dinero de todos no se pagan lujos de unos pocos."
650,2121,Abandono de mascotas,El problema del abandono de mascotas debido a la incapacidad de los dueños para afrontar gastos veterinarios.,support,"Muchas mascotas sufren el abandono de sus dueños por no poder hacer frente a los gastos veterinarios, es una lacra y una desgracia que se podría evitar."
651,2121,Abandono de mascotas,El problema del abandono de mascotas debido a la incapacidad de los dueños para afrontar gastos veterinarios.,attack,"Yo tengo perros, pero los perros no son una necesidad. El que tiene un perro es por que quiere y a nadie más que a esa persona debería costarle dinero el capricho."
652,2121,Responsabilidad de los dueños de mascotas,La responsabilidad de los dueños de mascotas en el cuidado y mantenimiento de sus animales.,support,"Yo tengo gatos, cuando los adopte, tenía trabajo y medios de vida para mantenerlos, ahora estoy en el paro y aún así los cuido y procuro tenerlos al día."
